"ts","scanLastUs","scanMaxUs","scanBudgetUs","scanOverrunCount","queueDepth","queueHighWaterMark","queueCapacity","commandLatencyLastUs","commandLatencyMaxUs"
"2026-02-28T15:31:35.3251944+06:00","1239","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:36.3765969+06:00","1250","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:37.4473662+06:00","4279","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:38.5494052+06:00","1264","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:39.6586516+06:00","1598","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:40.7289303+06:00","1249","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:41.8302730+06:00","2661","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:42.8867412+06:00","1205","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:43.9624272+06:00","1200","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:45.0993995+06:00","1209","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:46.3224064+06:00","1216","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:47.3939450+06:00","1495","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:48.4662002+06:00","1503","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:49.6051415+06:00","1501","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:50.7082547+06:00","1465","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:51.8018806+06:00","1247","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:52.8742640+06:00","1195","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:53.9892960+06:00","1196","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:55.0521137+06:00","1197","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:56.1617229+06:00","1200","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:57.2105778+06:00","1199","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:58.3351590+06:00","2128","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:31:59.4069448+06:00","1254","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:00.4631166+06:00","1933","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:01.5707921+06:00","1251","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:02.6630637+06:00","1240","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:03.7134526+06:00","1242","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:04.7665950+06:00","1231","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:05.8332555+06:00","1190","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:06.9942505+06:00","1397","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:08.0575344+06:00","1190","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:09.1524465+06:00","1198","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:10.2137341+06:00","1199","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:11.3281888+06:00","2027","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:12.3776329+06:00","1251","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:13.4403209+06:00","1251","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:14.5055647+06:00","1261","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:15.6917131+06:00","2240","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:16.7569830+06:00","1256","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:17.9328584+06:00","1192","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:19.0064929+06:00","1199","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:20.1053842+06:00","1204","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:21.1583513+06:00","1204","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:22.2680004+06:00","1207","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:23.3432186+06:00","1257","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:24.5043986+06:00","1262","16439","500000","0","0","0","16","0","0"
"2026-02-28T15:32:25.5876126+06:00","1255","16439","500000","0","0","0","16","0","0"
